Average_Salary,Years_Experience,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Income_Band_Code,Experience_Band_Code,Job_Sector_Code,Labour_Group_Code,Risk_Category_Code,Job_Title_Code,Education_Level_Code
104901,5,0.93,0.74,0.91,0.67,0.58,0.84,0.29,0.79,0.31,0.79,0.45,0.12,0.38,2,2,2,0,2,2,2
44133,27,0.1,0.61,0.25,0.88,0.93,0.85,0.83,0.07,0.79,0.78,0.13,0.66,0.45,1,4,6,3,0,7,1
114293,11,0.7,1.45,0.08,0.04,0.97,0.08,0.39,0.65,0.88,0.25,0.03,0.52,0.47,2,3,1,1,0,1,0
66155,9,0.87,1.25,0.26,0.16,0.69,0.98,0.61,0.17,1.0,0.53,0.84,0.15,0.67,1,2,3,1,0,5,3
116070,24,0.53,0.79,0.35,0.3,0.35,0.71,0.18,0.11,0.39,0.46,0.63,0.71,0.89,2,4,9,1,1,10,3
86439,20,0.53,0.87,0.05,0.58,0.82,0.04,0.0,0.73,0.68,0.41,0.66,0.95,0.25,1,4,13,3,0,18,1
98500,6,0.19,1.22,0.14,0.99,0.71,0.37,0.15,0.59,0.29,0.91,0.44,0.29,0.59,1,2,3,1,0,5,1
79887,19,0.56,0.56,0.2,0.53,0.52,0.68,0.04,0.46,0.44,0.46,0.98,0.14,0.69,1,3,1,1,0,1,3
109880,14,0.51,1.26,0.09,0.76,0.07,0.48,0.74,0.19,0.77,0.17,0.8,0.47,0.68,2,3,1,1,0,1,2
105352,4,0.41,0.73,0.65,0.16,0.63,0.92,0.67,0.2,0.15,0.25,0.39,0.16,0.8,2,1,11,1,1,13,2
73781,17,0.94,1.34,0.93,0.29,0.57,0.32,0.26,0.61,0.82,0.09,0.28,0.21,0.8,1,3,14,0,2,16,3
126492,12,0.08,0.88,0.28,0.34,0.71,0.1,0.44,0.5,0.76,0.29,0.26,0.3,0.56,2,3,6,3,0,7,0
149635,19,0.83,0.56,0.65,0.1,0.42,0.77,0.08,0.04,0.33,0.73,0.52,0.42,0.81,2,3,16,2,1,19,3
99368,19,0.79,0.96,0.05,0.17,0.74,0.75,0.97,0.19,0.12,0.14,0.18,0.53,0.98,1,3,13,3,0,15,2
94344,0,0.52,1.17,0.72,0.82,0.65,0.17,0.63,0.6,0.06,0.27,0.39,0.24,0.24,1,0,0,0,2,0,1
79223,1,0.47,1.17,0.68,0.66,0.58,0.85,0.63,0.17,0.31,0.73,0.74,0.99,0.63,1,0,11,1,1,13,0
68907,8,0.05,1.07,0.93,0.29,0.15,0.35,0.79,0.08,0.6,0.14,0.44,0.97,0.2,1,2,2,0,2,2,1
115733,8,0.43,1.08,0.12,0.54,0.95,0.31,0.31,0.48,0.52,0.0,0.62,1.0,0.29,2,2,13,3,0,18,2
80281,6,0.0,1.1,0.48,0.53,0.54,0.18,0.77,0.56,0.27,0.94,0.01,0.73,0.38,1,2,11,1,1,13,1
128203,12,0.29,0.82,0.7,0.73,0.71,0.65,0.88,0.9,0.56,0.68,0.01,0.85,0.82,2,3,12,0,1,14,2
96416,18,0.54,1.41,0.37,0.35,0.33,0.36,0.04,0.28,0.29,0.87,0.35,0.45,0.38,1,3,7,2,1,8,0
59825,21,0.99,1.33,0.19,0.48,0.65,0.33,0.05,0.4,0.98,0.18,0.53,0.01,0.12,1,4,13,3,0,15,0
42795,8,0.3,1.41,0.46,0.21,0.55,0.79,0.02,0.51,0.77,0.1,0.9,0.26,0.17,1,2,4,2,1,4,0
127391,14,0.18,1.18,0.5,0.11,0.91,0.67,0.55,0.37,0.13,0.71,0.81,0.13,0.49,2,3,9,1,1,10,1
87635,16,0.35,1.29,0.34,0.21,0.0,0.37,0.29,0.87,0.75,0.08,0.74,0.68,0.28,1,3,10,2,1,11,1
111115,14,0.12,0.75,0.63,0.47,0.92,0.79,0.29,0.85,0.12,0.04,0.61,0.34,0.33,2,3,11,1,1,13,1
87392,26,0.85,0.82,0.13,0.53,0.65,0.2,0.91,0.65,0.63,0.9,0.91,0.14,0.15,1,4,3,1,0,5,2
100143,0,0.96,1.17,0.8,0.68,0.23,1.0,0.43,0.93,0.43,0.93,0.34,0.76,0.95,2,0,0,0,2,0,1
94863,8,0.68,0.6,0.82,0.89,0.24,0.79,0.68,0.22,0.28,0.43,0.13,0.91,0.74,1,2,8,0,2,9,0
48819,4,0.3,1.19,0.47,0.23,0.43,0.87,0.07,0.37,0.96,0.01,0.89,0.37,0.19,1,1,7,2,1,8,0
142255,29,0.07,0.67,0.31,0.34,0.04,0.69,0.82,0.89,0.55,0.95,0.01,0.13,0.29,2,4,3,1,1,3,2
128664,25,0.89,1.12,0.15,0.67,0.18,0.46,0.51,0.1,0.03,0.75,0.53,0.33,0.44,2,4,3,1,0,5,0
33347,17,0.38,0.6,0.17,0.65,0.01,0.33,0.39,0.46,0.3,0.67,0.94,0.91,0.66,1,3,3,1,0,5,1
105618,1,0.83,1.34,0.63,0.16,0.03,0.98,0.96,0.56,0.99,0.77,0.52,0.39,0.59,2,0,9,1,1,10,2
135309,5,0.99,0.99,0.63,0.81,0.07,0.09,0.66,0.26,0.66,0.14,0.4,0.1,0.28,2,2,3,1,1,3,3
78276,19,0.97,0.9,0.28,0.97,0.91,0.45,0.78,0.15,0.09,0.88,0.03,0.97,0.67,1,3,13,3,0,18,1
145269,27,0.14,1.22,0.84,0.71,0.42,0.07,0.31,0.32,0.01,0.01,0.33,0.73,0.62,2,4,8,0,2,9,3
47060,16,0.6,1.15,0.83,0.52,0.37,0.12,0.39,0.35,0.59,0.86,0.38,0.71,0.81,1,3,8,0,2,9,1
118307,25,0.9,0.57,0.93,0.16,0.34,0.61,0.91,0.26,0.76,0.71,0.16,0.48,0.48,2,4,8,0,2,9,1
98140,5,0.78,1.43,0.88,0.97,0.05,0.04,0.89,0.9,0.11,0.36,0.84,0.13,0.27,1,2,12,0,2,14,2
145092,25,0.98,1.3,0.89,0.34,0.66,0.11,0.99,0.48,0.64,0.88,0.0,0.98,0.36,2,4,12,0,2,14,2
122965,9,0.15,1.36,0.92,0.02,0.06,0.92,0.12,0.62,0.62,0.87,0.57,0.43,0.97,2,2,8,0,2,9,2
138204,22,0.26,0.58,0.94,0.71,0.01,0.7,0.4,0.97,0.28,0.71,0.63,0.01,0.89,2,4,12,0,2,14,1
138500,15,0.66,1.28,0.55,0.1,0.98,0.24,0.63,0.8,0.94,0.6,0.26,0.84,0.16,2,3,11,1,1,13,1
49728,6,0.91,1.08,0.72,0.58,0.15,0.03,0.12,0.78,0.76,0.6,0.21,0.74,0.41,1,2,14,0,2,16,1
79108,13,0.42,1.08,0.33,0.14,0.66,0.52,0.16,0.54,0.91,0.02,0.64,0.07,0.01,1,3,10,2,1,11,0
114724,20,0.42,1.3,0.41,0.63,0.41,0.23,0.51,0.8,0.83,0.85,0.34,0.79,0.21,2,4,16,2,1,19,0
123566,10,0.95,0.51,0.48,0.65,0.7,0.18,0.97,0.62,0.16,0.02,0.78,0.08,0.14,2,3,16,2,1,19,0
33984,0,0.6,1.19,0.8,0.77,0.97,0.27,0.7,0.93,0.69,0.68,0.22,0.54,0.56,1,0,14,0,2,16,1
140839,16,1.0,0.53,0.33,0.08,0.74,0.14,0.62,0.32,0.46,0.22,0.87,0.59,0.94,2,3,15,0,1,17,0
78481,1,0.12,0.67,0.7,0.73,0.05,0.7,0.41,0.31,0.15,0.84,0.06,0.29,0.31,1,0,16,2,1,19,0
101343,10,0.51,0.51,0.42,0.93,0.31,0.36,0.47,0.56,0.81,0.19,0.87,0.76,0.72,2,3,4,2,1,4,1
84034,26,0.02,1.09,0.27,0.58,0.21,0.09,0.7,0.72,0.17,0.03,0.41,0.58,0.71,1,4,1,1,0,1,2
66419,17,0.35,0.87,0.38,0.96,0.46,0.57,0.45,0.25,0.81,0.03,0.69,0.59,0.14,1,3,5,0,1,6,2
79357,4,0.66,0.81,0.41,0.06,0.77,0.88,0.82,0.47,0.53,0.24,0.17,0.82,0.8,1,1,11,1,1,13,0
99064,7,0.46,1.36,0.28,0.33,0.22,0.46,0.18,0.88,0.34,0.58,0.59,0.51,0.16,1,2,13,3,0,18,1
44280,2,0.17,1.25,0.62,0.15,0.93,0.49,0.63,0.64,0.5,0.14,0.75,0.58,0.12,1,1,7,2,1,8,1
49691,26,0.7,1.05,0.72,0.35,0.05,0.48,0.91,0.0,0.27,0.8,0.01,0.01,0.61,1,4,2,0,2,2,2
95234,4,0.78,1.28,0.44,0.88,0.01,0.31,0.34,0.17,0.34,0.59,0.52,0.32,0.75,1,1,3,1,1,12,1
63783,2,0.41,1.0,0.63,0.82,0.8,0.1,0.8,0.12,0.12,0.95,0.82,0.55,0.87,1,1,11,1,1,13,0
95609,26,0.61,1.11,0.6,0.23,0.17,0.76,0.34,0.14,0.31,0.36,0.97,0.7,0.53,1,4,7,2,1,8,0
34590,20,0.9,1.01,0.66,0.4,0.23,0.23,0.66,0.5,0.66,0.69,0.02,0.05,0.53,1,4,16,2,1,19,3
141463,18,0.63,1.05,0.53,0.3,0.64,0.83,1.0,0.84,0.56,0.19,0.68,0.94,0.21,2,3,4,2,1,4,2
90891,22,0.15,1.24,0.8,0.06,0.87,0.56,0.33,0.34,0.29,0.46,0.34,0.55,0.77,1,4,14,0,2,16,1
127976,9,0.29,1.03,0.64,0.07,0.08,0.56,0.64,0.21,0.75,0.65,0.92,0.17,0.75,2,2,3,1,1,12,0
137046,19,0.57,1.05,0.8,0.84,0.0,0.52,0.22,0.74,0.04,0.83,0.84,0.83,0.15,2,3,0,0,2,0,2
51058,25,0.01,1.35,0.23,0.53,0.73,0.09,0.53,0.29,0.97,0.86,0.73,0.93,0.35,1,4,13,3,0,15,3
34258,26,0.33,1.23,0.88,0.02,0.36,0.02,1.0,0.12,0.54,0.79,0.2,0.49,0.61,1,4,8,0,2,9,2
107273,28,0.78,0.8,0.75,0.56,0.41,0.92,0.88,0.48,0.36,0.33,0.27,0.54,0.8,2,4,14,0,2,16,3
144365,15,0.19,0.98,0.07,0.7,0.52,0.5,0.3,0.9,0.09,0.87,0.38,0.88,0.73,2,3,13,3,0,18,3
91146,21,0.83,1.18,0.31,0.13,0.64,0.66,0.75,0.72,0.66,0.77,0.58,0.26,0.91,1,4,4,2,1,4,1
139759,20,0.37,1.23,0.47,0.02,0.07,0.65,0.96,0.55,0.51,0.32,0.26,0.02,0.27,2,4,11,1,1,13,3
89087,16,0.2,0.59,0.88,0.89,0.94,0.62,0.05,0.74,0.11,0.67,0.78,0.73,0.95,1,3,2,0,2,2,2
105692,0,0.69,0.76,0.67,0.18,0.9,0.31,0.13,0.83,0.0,0.83,0.26,0.88,0.69,2,0,15,0,1,17,3
94930,26,0.37,0.56,0.63,0.17,0.37,0.6,0.48,0.2,0.14,0.12,0.86,0.03,0.98,1,4,7,2,1,8,0
80852,23,0.11,1.08,0.07,0.6,0.85,0.05,0.8,0.39,0.16,0.18,0.92,0.11,0.87,1,4,13,3,0,15,3
135857,4,0.04,0.96,0.63,0.73,0.49,0.86,0.12,0.91,0.85,0.71,0.82,0.54,0.68,2,1,4,2,1,4,0
118816,24,0.36,1.07,0.11,0.44,0.28,0.12,0.32,0.85,0.38,0.75,0.18,0.42,0.11,2,4,3,1,0,5,2
73906,21,0.62,1.11,0.39,0.47,0.86,0.17,0.02,0.65,0.05,0.98,0.61,0.47,0.43,1,4,3,1,1,12,3
79723,23,0.09,1.43,0.21,0.18,0.56,0.13,0.02,0.63,0.65,0.58,0.18,0.6,0.06,1,4,1,1,0,1,2
98457,21,0.55,1.16,0.27,0.85,0.98,0.98,0.77,0.96,0.87,0.73,0.08,0.05,0.84,1,4,13,3,0,18,2
35659,1,0.81,0.81,0.46,0.7,0.92,0.09,0.86,0.79,0.32,0.36,0.05,0.02,0.48,1,0,7,2,1,8,0
114295,10,0.19,1.35,0.19,0.63,0.19,0.83,0.87,0.52,0.91,0.84,0.73,0.73,0.11,2,3,13,3,0,15,2
128989,16,0.07,0.51,0.09,0.88,0.24,0.97,0.6,0.24,0.5,0.22,0.98,0.85,0.03,2,3,13,3,0,15,0
125011,4,0.72,0.58,0.57,0.65,0.22,0.76,0.09,0.49,0.01,0.97,0.75,0.16,0.34,2,1,7,2,1,8,0
70372,24,0.77,0.56,0.26,0.94,0.68,0.21,0.36,0.48,0.6,0.67,0.55,0.35,0.89,1,4,1,1,0,1,1
37203,28,0.47,1.28,0.32,0.71,0.82,0.66,0.01,0.18,0.34,0.23,0.96,0.65,0.3,1,4,10,2,1,11,0
72928,8,0.74,0.78,0.45,0.2,0.97,0.52,0.9,0.35,0.86,0.05,0.98,0.91,0.36,1,2,16,2,1,19,0
42568,3,0.75,1.4,0.42,0.47,0.86,0.78,0.39,0.85,0.05,0.78,0.21,0.29,0.49,1,1,9,1,1,10,3
147982,28,0.52,1.04,0.43,0.18,0.77,0.4,0.51,0.64,0.91,0.71,0.05,0.84,0.99,2,4,3,1,1,12,1
81011,0,0.97,1.05,0.48,0.33,0.66,0.23,0.1,0.03,0.29,0.4,0.55,0.29,0.98,1,0,3,1,1,3,3
148691,1,0.44,0.6,0.4,0.05,0.56,0.75,0.2,0.37,0.02,0.84,0.78,0.06,0.36,2,0,3,1,1,12,3
139014,10,0.39,1.03,0.44,0.6,0.98,1.0,0.77,0.4,0.49,0.36,0.99,0.71,0.45,2,3,9,1,1,10,3
111164,28,0.34,1.25,0.62,0.25,0.54,0.53,0.42,0.23,0.7,0.25,0.91,0.53,0.87,2,4,15,0,1,17,2
37529,21,0.81,0.61,0.61,0.39,0.47,0.17,0.02,0.67,0.59,0.62,0.26,0.24,0.83,1,4,3,1,1,12,1
125707,1,0.34,1.14,0.26,0.89,0.01,0.81,0.35,0.72,0.37,0.61,0.65,0.4,0.51,2,0,13,3,0,15,2
139633,23,0.48,0.51,0.31,0.66,0.85,0.79,0.31,0.47,0.23,0.99,0.26,0.42,0.68,2,4,15,0,1,17,3
75477,2,0.05,0.8,0.19,0.62,0.07,0.66,0.53,0.83,0.22,0.2,0.79,0.7,0.79,1,1,3,1,0,5,3
84756,28,0.1,0.78,0.12,0.93,0.49,0.11,0.29,0.87,0.85,0.9,0.39,0.64,0.28,1,4,6,3,0,7,3
67309,12,0.02,0.72,0.2,0.9,0.13,0.92,0.35,0.43,0.36,0.41,0.26,0.7,0.76,1,3,6,3,0,7,0
130043,20,0.34,1.26,0.21,0.96,0.42,0.99,0.74,0.78,0.03,0.5,0.53,0.04,0.31,2,4,1,1,0,1,2
101880,10,0.43,0.69,0.51,0.03,0.52,0.59,0.36,0.76,0.14,0.88,0.96,0.0,0.84,2,3,9,1,1,10,3
37011,4,0.46,0.74,0.48,0.95,0.21,0.18,0.24,0.55,0.93,0.57,0.24,0.44,0.39,1,1,9,1,1,10,2
89658,0,0.73,1.43,0.89,0.44,0.15,0.81,0.46,0.08,0.72,0.29,0.05,0.9,0.48,1,0,0,0,2,0,2
99720,27,0.72,1.39,0.7,0.69,0.77,0.21,0.49,0.09,0.75,0.85,0.11,0.82,0.77,1,4,2,0,1,2,3
115934,13,0.69,0.5,0.67,0.55,0.62,0.66,0.56,0.86,0.61,0.91,0.58,0.17,0.91,2,3,15,0,1,17,3
104713,13,0.7,1.49,0.07,0.43,0.24,0.63,0.81,0.97,0.45,0.79,0.92,0.68,0.24,2,3,6,3,0,7,0
51622,12,0.97,1.49,0.86,0.89,0.2,0.25,0.95,0.14,0.19,0.42,0.59,0.6,0.29,1,3,12,0,2,14,0
118635,10,0.92,0.89,0.16,0.7,0.66,0.38,0.41,0.35,0.24,0.46,0.69,0.74,0.78,2,3,1,1,0,1,3
58645,18,0.76,0.51,0.82,0.79,0.63,0.47,0.64,0.91,0.57,0.8,0.98,0.71,0.57,1,3,0,0,2,0,1
74511,14,0.37,1.07,0.62,0.44,0.96,0.27,0.74,0.42,0.49,0.8,0.3,0.1,0.52,1,3,11,1,1,13,3
101013,19,0.8,1.47,0.32,0.59,0.68,0.99,0.94,0.71,0.52,0.16,0.38,0.59,0.73,2,3,7,2,1,8,1
131277,18,0.71,0.93,0.59,0.14,0.16,0.16,0.89,0.08,0.8,0.23,0.47,0.92,0.59,2,3,16,2,1,19,2
47881,28,0.28,1.42,0.47,0.59,0.46,0.38,0.22,0.69,0.72,0.27,0.79,0.85,0.92,1,4,4,2,1,4,1
109741,18,0.3,1.36,0.38,0.0,0.87,0.33,0.41,0.45,0.85,0.34,0.89,0.62,0.53,2,3,3,1,1,3,1
126509,11,0.24,1.12,0.81,0.91,0.49,0.51,0.42,0.79,0.42,0.27,0.86,0.6,0.59,2,3,8,0,2,9,3
85308,18,0.72,0.81,0.31,0.81,0.13,0.72,0.08,0.38,0.06,0.52,0.65,0.17,0.37,1,3,4,2,1,4,1
41467,7,0.44,1.3,0.93,0.97,0.9,0.32,0.96,0.81,0.84,0.02,0.95,0.78,0.77,1,2,14,0,2,16,2
82762,8,0.23,1.46,0.5,0.4,0.84,0.09,0.42,0.38,0.35,0.31,0.21,0.17,0.64,1,2,3,1,1,3,0
125711,14,0.51,0.8,0.36,0.83,0.97,0.35,0.29,0.6,0.78,0.46,0.63,0.72,0.96,2,3,4,2,1,4,3
131011,4,0.27,0.79,0.32,0.29,0.06,0.96,0.62,0.17,0.12,0.37,0.31,0.28,0.47,2,1,15,0,1,17,0
36588,14,0.54,0.81,0.5,0.22,0.05,0.78,0.64,0.34,0.05,0.87,0.17,0.93,0.48,1,3,7,2,1,8,1
133768,0,0.74,1.38,0.45,0.41,0.43,0.92,0.69,0.25,0.18,0.23,0.26,0.23,0.66,2,0,5,0,1,6,0
149170,22,0.39,1.13,0.42,0.07,0.08,0.13,0.84,0.66,0.06,0.39,0.28,0.58,0.52,2,4,10,2,1,11,0
91860,15,0.31,0.64,0.89,0.88,0.94,0.06,0.74,0.73,0.95,0.25,0.74,0.05,0.63,1,3,2,0,2,2,0
106206,21,0.77,1.36,0.14,0.53,0.12,0.42,0.36,0.18,0.89,0.15,0.64,0.89,0.91,2,4,6,3,0,7,2
145155,0,0.18,1.32,0.77,0.92,0.71,0.79,0.09,0.58,0.82,0.86,0.03,0.94,0.04,2,0,8,0,2,9,2
101812,24,0.58,0.59,0.18,0.05,0.29,0.45,0.53,0.98,0.98,0.1,0.54,0.82,0.24,2,4,1,1,0,1,2
89199,15,0.88,1.16,0.43,0.92,0.88,0.72,0.36,0.79,0.32,0.25,0.52,1.0,0.8,1,3,9,1,1,10,1
141176,2,0.45,0.81,0.26,0.57,0.81,0.49,0.75,0.87,0.39,0.01,0.25,0.91,0.69,2,1,6,3,0,7,1
53983,18,0.33,1.2,0.56,0.18,0.97,0.35,0.33,0.37,0.09,0.62,0.24,0.8,0.39,1,3,3,1,1,3,0
35807,16,0.65,1.26,0.76,0.97,0.62,0.01,0.42,0.44,0.81,0.31,0.33,0.07,0.28,1,3,8,0,2,9,2
82546,25,0.63,0.58,0.35,0.38,0.74,0.83,0.01,0.33,0.42,0.91,0.5,0.27,0.39,1,4,5,0,1,6,0
40987,16,0.67,0.54,0.46,0.65,0.28,0.59,0.36,0.76,0.06,0.92,0.17,0.16,0.84,1,3,11,1,1,13,3
116856,12,0.09,1.41,0.12,0.62,0.07,0.38,0.45,0.6,0.53,0.46,0.96,0.19,0.16,2,3,1,1,0,1,3
71397,15,0.07,0.98,0.49,0.31,0.93,0.28,0.29,0.23,0.15,0.36,0.68,0.74,0.81,1,3,3,1,1,3,0
45456,20,0.04,1.47,0.7,0.96,0.83,0.91,0.39,0.2,0.61,0.74,0.13,0.8,0.21,1,4,0,0,1,0,0
66911,11,0.86,0.69,0.4,0.06,0.15,0.15,0.2,0.29,0.81,0.92,0.41,0.13,0.22,1,3,11,1,1,13,0
34852,19,0.08,1.03,0.9,0.08,0.89,0.58,0.95,0.15,0.99,0.64,0.57,0.52,0.02,1,3,12,0,2,14,0
42705,27,0.64,0.59,0.31,0.05,0.61,0.61,0.5,0.31,0.53,0.52,0.02,0.28,0.05,1,4,3,1,1,12,1
65495,23,0.73,1.5,0.13,0.88,0.6,0.45,0.22,0.74,0.9,0.24,0.18,0.7,0.98,1,4,13,3,0,18,3
99282,2,0.28,0.92,0.8,0.85,0.77,0.59,0.27,0.94,0.65,0.97,0.58,0.82,0.81,1,1,14,0,2,16,2
107275,19,0.96,0.52,0.61,0.97,0.34,0.65,0.56,0.76,0.87,0.6,0.82,0.31,0.23,2,3,3,1,1,3,2
45573,2,0.68,0.69,0.57,0.39,0.8,0.04,0.67,0.65,0.94,0.71,0.8,0.9,0.68,1,1,4,2,1,4,0
128853,20,0.87,1.25,0.47,0.71,0.87,0.98,0.95,0.33,0.42,0.11,0.25,0.88,0.36,2,4,11,1,1,13,1
65314,24,0.67,1.28,0.37,0.3,0.45,0.36,0.98,0.83,0.48,0.88,0.35,0.79,0.22,1,4,9,1,1,10,2
88826,6,0.46,0.61,0.12,0.4,0.75,0.07,0.66,0.72,0.65,0.76,0.18,0.59,0.94,1,2,13,3,0,15,3
53449,17,0.61,1.24,0.78,0.7,0.92,0.01,0.87,0.22,0.46,0.85,0.82,0.89,0.94,1,3,14,0,2,16,2
87564,27,0.66,0.89,0.44,0.43,0.74,0.5,0.81,0.75,0.02,0.63,0.44,0.46,0.82,1,4,16,2,1,19,3
32405,3,0.89,1.21,0.19,0.75,0.04,0.03,0.08,0.44,0.24,0.98,0.54,0.66,0.28,1,1,1,1,0,1,2
114028,2,0.34,1.2,0.49,0.52,0.59,0.77,0.09,0.78,0.56,0.67,0.33,0.41,0.23,2,1,16,2,1,19,0
122061,20,0.5,1.5,0.82,0.22,0.51,0.04,0.9,0.82,0.73,0.61,0.58,1.0,0.28,2,4,2,0,2,2,3
121396,16,0.31,0.88,0.5,0.02,0.08,0.26,0.55,0.77,0.69,0.57,0.4,0.87,0.46,2,3,9,1,1,10,3
87454,15,0.27,0.86,0.29,0.24,0.1,0.07,0.5,0.64,0.33,0.69,0.06,0.86,0.82,1,3,13,3,0,15,3
127216,7,0.94,0.86,0.15,0.75,0.13,0.31,0.12,0.45,0.55,0.21,0.03,0.72,0.02,2,2,6,3,0,7,2
89871,29,0.22,1.16,0.47,0.06,0.47,0.52,0.85,0.73,0.08,0.21,0.31,0.12,0.46,1,4,3,1,1,12,2
140564,19,0.51,1.24,0.57,0.85,0.22,0.75,0.88,0.17,0.35,0.97,0.78,0.28,0.56,2,3,5,0,1,6,1
76887,18,0.77,0.77,0.57,0.35,0.57,0.38,0.3,0.86,0.75,0.35,0.43,0.69,0.81,1,3,3,1,1,3,3
94817,12,0.54,1.45,0.24,0.12,0.56,0.41,0.79,0.04,0.41,0.32,0.14,0.38,0.67,1,3,3,1,0,5,0
90388,5,0.58,1.09,0.53,0.53,0.12,0.22,0.8,0.5,0.71,0.57,0.04,0.8,0.06,1,2,10,2,1,11,2
133323,3,0.09,0.89,0.2,0.58,0.54,0.34,0.71,0.83,0.35,0.09,0.3,0.14,0.47,2,1,6,3,0,7,2
119526,10,0.46,0.72,0.88,0.03,0.55,0.17,0.0,0.87,0.67,0.1,0.66,0.61,0.47,2,3,0,0,2,0,3
62676,4,0.16,0.75,0.66,0.97,0.95,0.19,0.9,0.14,0.51,0.64,0.46,0.95,0.33,1,1,3,1,1,12,3
44590,22,0.08,1.35,0.47,0.7,0.68,0.68,0.51,0.28,0.63,0.96,0.83,0.11,0.02,1,4,3,1,1,12,0
68463,5,0.78,0.81,0.58,0.93,0.46,0.24,0.92,0.47,0.41,0.35,0.42,0.67,0.43,1,2,3,1,1,3,1
52053,16,0.74,0.7,0.38,0.7,0.87,0.24,0.19,0.67,0.62,0.45,0.1,0.09,0.78,1,3,3,1,1,3,1
104767,24,0.86,1.07,0.55,0.93,0.16,0.54,0.06,0.36,0.15,0.19,0.93,0.61,0.89,2,4,3,1,1,3,1
65303,20,0.6,0.53,0.49,0.56,0.02,0.79,0.3,0.45,0.54,0.99,0.1,0.56,0.53,1,4,3,1,1,3,3
34312,3,0.63,0.79,0.34,0.18,0.82,0.1,0.47,0.2,0.16,0.21,0.49,0.24,0.1,1,1,15,0,1,17,1
69794,21,0.54,0.66,0.17,0.07,0.58,0.34,0.1,0.18,0.35,0.81,0.17,0.11,0.52,1,4,13,3,0,18,1
80102,23,0.09,0.78,0.77,0.19,0.32,0.04,0.65,0.99,0.63,0.36,0.67,0.57,0.85,1,4,14,0,2,16,2
106743,11,0.63,0.72,0.8,0.34,0.01,0.31,0.49,0.6,0.93,0.24,0.15,0.87,0.94,2,3,2,0,2,2,2
67333,10,0.12,0.99,0.73,0.88,0.71,0.24,0.89,0.64,0.95,0.98,0.0,0.12,0.55,1,3,0,0,2,0,0
80724,18,0.99,1.07,0.09,0.16,0.76,0.59,0.55,0.47,0.73,0.86,0.3,0.22,0.67,1,3,3,1,0,5,1
107684,5,0.6,1.48,0.68,0.43,0.72,0.83,0.9,0.07,0.3,0.32,0.43,0.17,0.5,2,2,7,2,1,8,0
57161,28,0.5,1.17,0.33,0.88,0.94,0.62,0.88,0.13,0.8,0.12,0.41,0.32,0.59,1,4,16,2,1,19,3
33687,15,0.64,0.87,0.64,0.63,0.22,0.34,0.85,0.39,0.54,0.65,0.35,0.29,0.48,1,3,9,1,1,10,0
58777,18,0.28,0.56,0.78,0.32,0.96,0.59,0.79,0.05,0.11,0.81,0.62,0.19,0.4,1,3,8,0,2,9,2
58915,24,0.84,0.56,0.54,0.72,0.98,0.81,0.28,0.71,0.76,0.73,0.82,0.9,0.1,1,4,11,1,1,13,2
148222,2,0.8,0.75,0.32,0.4,0.82,0.13,0.67,0.0,0.11,0.35,0.08,0.85,0.86,2,1,10,2,1,11,3
100880,21,0.24,1.02,0.37,0.28,0.52,0.74,0.09,0.3,0.93,0.43,0.94,0.99,0.53,2,4,9,1,1,10,1
112056,19,0.79,0.66,0.11,0.78,0.43,0.2,0.65,0.73,0.13,0.28,0.22,0.38,0.76,2,3,6,3,0,7,0
133144,16,0.66,0.51,0.36,0.22,0.27,0.15,0.41,0.08,0.75,0.79,0.57,0.09,0.89,2,3,3,1,1,3,2
127364,0,0.7,1.34,0.52,0.32,0.48,0.51,0.4,0.93,0.74,0.24,0.59,0.69,0.14,2,0,3,1,1,3,2
147257,23,0.91,1.07,0.75,0.12,0.52,0.55,0.33,0.63,0.07,0.15,0.55,0.06,0.88,2,4,0,0,2,0,0
141706,18,0.67,0.89,0.46,0.76,0.5,0.73,0.51,0.59,0.76,0.61,0.62,0.79,0.95,2,3,9,1,1,10,1
60795,2,0.58,0.59,0.79,0.41,0.84,0.51,0.73,0.02,0.46,0.9,0.22,0.03,0.43,1,1,2,0,2,2,1
137729,26,0.45,0.96,0.87,0.25,0.75,0.15,0.4,0.66,0.83,0.79,0.72,0.36,0.12,2,4,0,0,2,0,1
59340,5,0.86,1.36,0.29,0.08,0.54,0.65,0.71,0.64,0.77,0.36,0.18,0.2,0.01,1,2,13,3,0,18,0
75487,2,0.09,0.82,0.55,0.89,0.84,0.25,0.13,0.19,0.97,0.55,0.18,0.84,0.4,1,1,7,2,1,8,0
123258,17,0.26,0.89,0.83,0.89,0.87,0.57,0.22,0.4,0.98,0.61,0.78,0.45,0.53,2,3,14,0,2,16,2
37160,9,0.85,1.01,0.17,0.34,0.18,0.94,0.32,0.8,0.72,0.79,0.94,0.62,0.9,1,2,6,3,0,7,1
43869,7,0.63,1.27,0.41,0.74,0.78,0.83,0.31,0.68,0.3,0.74,0.46,0.6,0.42,1,2,9,1,1,10,0
142266,20,0.18,0.58,0.85,0.85,0.02,0.07,0.46,0.74,0.16,0.27,0.23,0.4,0.22,2,4,2,0,2,2,2
